Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail,Final_Score,Study_Hours_Group,Attendance_Group
S3106,15,Male,10,4.6,67,High School,Yes,Yes,66,96,91,44,84.33,Excellent,Pass,84.33,4-6 Hours,60-75%
S3107,15,Female,12,3.4,86,Graduate,Yes,Yes,66,62,71,79,66.33,Good,Pass,66.33,2-4 Hours,75-90%
S3108,16,Male,12,3.7,98,High School,No,No,74,90,55,82,73.0,Good,Pass,73.0,2-4 Hours,90-100%
S3109,19,Male,12,1.0,69,High School,No,Yes,65,99,54,89,72.67,Good,Pass,72.67,0-2 Hours,60-75%
S3110,17,Male,9,2.3,94,Postgraduate,No,Yes,38,41,49,40,42.67,Poor,Fail,42.67,2-4 Hours,90-100%
S3111,17,Female,12,1.0,76,Postgraduate,No,Yes,35,80,61,89,58.67,Average,Pass,58.67,0-2 Hours,75-90%
S3112,18,Male,9,1.0,58,High School,No,No,64,78,49,79,63.67,Average,Pass,63.67,0-2 Hours,Below 60%
S3113,17,Female,11,5.7,95,Postgraduate,No,Yes,100,63,74,67,79.0,Good,Pass,79.0,4-6 Hours,90-100%
S3114,17,Female,12,2.2,71,Graduate,No,Yes,93,59,46,55,66.0,Good,Pass,66.0,2-4 Hours,60-75%
S3115,16,Male,9,2.6,52,Postgraduate,Yes,Yes,50,51,75,66,58.67,Average,Pass,58.67,2-4 Hours,Below 60%
S3116,14,Female,9,1.9,61,Graduate,Yes,Yes,65,69,38,70,57.33,Average,Pass,57.33,0-2 Hours,60-75%
S3117,17,Female,11,5.1,98,Graduate,No,No,71,41,48,44,53.33,Average,Pass,53.33,4-6 Hours,90-100%
S3118,18,Female,11,1.2,66,High School,Yes,No,36,66,73,94,58.33,Average,Pass,58.33,0-2 Hours,60-75%
S3119,15,Female,9,4.3,68,Postgraduate,Yes,No,75,78,74,66,75.67,Good,Pass,75.67,4-6 Hours,60-75%
S3120,17,Female,11,2.1,85,High School,No,No,39,97,48,92,61.33,Average,Pass,61.33,2-4 Hours,75-90%
S3121,14,Female,11,3.0,69,Graduate,No,Yes,80,35,55,58,56.67,Average,Pass,56.67,2-4 Hours,60-75%
S3122,14,Male,10,4.2,68,High School,Yes,No,48,86,64,77,66.0,Good,Pass,66.0,4-6 Hours,60-75%
S3123,15,Male,10,5.0,75,Postgraduate,Yes,No,54,55,96,49,68.33,Good,Pass,68.33,4-6 Hours,60-75%
S3124,18,Male,12,2.6,84,Graduate,No,Yes,51,63,69,89,61.0,Average,Pass,61.0,2-4 Hours,75-90%
S3125,14,Male,11,3.2,60,Graduate,Yes,No,48,83,46,73,59.0,Average,Pass,59.0,2-4 Hours,Below 60%
S3126,18,Female,11,5.0,72,High School,No,No,36,80,83,63,66.33,Good,Pass,66.33,4-6 Hours,60-75%
S3127,18,Male,11,4.6,83,High School,No,Yes,90,37,76,84,67.67,Good,Pass,67.67,4-6 Hours,75-90%
S3128,19,Female,9,3.0,57,Postgraduate,No,No,36,68,69,75,57.67,Average,Pass,57.67,2-4 Hours,Below 60%
S3129,18,Male,12,5.0,84,Graduate,Yes,Yes,58,66,93,43,72.33,Good,Pass,72.33,4-6 Hours,75-90%
S3130,14,Female,12,1.0,98,Graduate,No,Yes,38,73,91,69,67.33,Good,Pass,67.33,0-2 Hours,90-100%
S3131,14,Female,9,3.1,69,Postgraduate,No,No,66,71,81,64,72.67,Good,Pass,72.67,2-4 Hours,60-75%
S3132,16,Male,9,3.3,69,Graduate,Yes,Yes,70,64,69,41,67.67,Good,Pass,67.67,2-4 Hours,60-75%
S3133,18,Male,9,4.4,86,High School,No,No,99,70,84,58,84.33,Excellent,Pass,84.33,4-6 Hours,75-90%
S3134,14,Male,10,4.5,87,Graduate,No,No,99,78,98,82,91.67,Excellent,Pass,91.67,4-6 Hours,75-90%
S3135,19,Female,12,5.9,97,High School,No,No,68,99,83,61,83.33,Excellent,Pass,83.33,4-6 Hours,90-100%
S3136,14,Female,10,0.8,86,Postgraduate,No,No,80,69,44,41,64.33,Average,Pass,64.33,0-2 Hours,75-90%
S3137,18,Male,9,5.5,75,Postgraduate,No,No,83,60,73,49,72.0,Good,Pass,72.0,4-6 Hours,60-75%
S3138,15,Male,11,4.8,93,High School,Yes,No,96,65,58,58,73.0,Good,Pass,73.0,4-6 Hours,90-100%
S3139,14,Female,11,5.6,86,Graduate,No,No,65,87,79,68,77.0,Good,Pass,77.0,4-6 Hours,75-90%
S3140,19,Female,9,5.8,98,Postgraduate,Yes,Yes,46,64,37,83,49.0,Poor,Fail,49.0,4-6 Hours,90-100%
S3141,18,Female,10,2.9,100,Postgraduate,Yes,Yes,69,61,53,91,61.0,Average,Pass,61.0,2-4 Hours,90-100%
S3142,16,Female,9,2.9,50,High School,No,Yes,55,87,59,53,67.0,Good,Pass,67.0,2-4 Hours,Below 60%
S3143,15,Male,9,2.6,95,High School,Yes,No,76,95,62,70,77.67,Good,Pass,77.67,2-4 Hours,90-100%
S3144,19,Male,11,3.4,95,Postgraduate,Yes,Yes,90,75,60,81,75.0,Good,Pass,75.0,2-4 Hours,90-100%
S3145,18,Male,10,3.2,54,Graduate,No,No,81,39,95,50,71.67,Good,Pass,71.67,2-4 Hours,Below 60%
S3146,14,Male,11,2.9,54,Postgraduate,No,No,38,57,53,55,49.33,Poor,Fail,49.33,2-4 Hours,Below 60%
S3147,17,Female,12,2.8,68,High School,Yes,No,64,76,57,89,65.67,Average,Pass,65.67,2-4 Hours,60-75%
S3148,14,Male,9,0.7,86,Postgraduate,No,Yes,73,62,39,43,58.0,Average,Pass,58.0,0-2 Hours,75-90%
S3149,16,Female,12,4.2,69,High School,Yes,No,54,43,62,51,53.0,Average,Pass,53.0,4-6 Hours,60-75%
S3150,15,Female,12,5.2,89,Postgraduate,No,Yes,37,51,85,51,57.67,Average,Pass,57.67,4-6 Hours,75-90%
S3151,18,Male,9,0.8,100,Graduate,No,Yes,45,66,46,66,52.33,Average,Pass,52.33,0-2 Hours,90-100%
S3152,19,Female,12,0.9,74,Postgraduate,Yes,No,78,58,39,86,58.33,Average,Pass,58.33,0-2 Hours,60-75%
S3153,14,Male,10,2.5,88,Graduate,No,Yes,41,90,80,75,70.33,Good,Pass,70.33,2-4 Hours,75-90%
S3154,14,Male,9,5.7,77,High School,No,Yes,64,54,36,48,51.33,Average,Pass,51.33,4-6 Hours,75-90%
S3155,14,Female,9,2.9,55,Postgraduate,No,No,41,65,80,76,62.0,Average,Pass,62.0,2-4 Hours,Below 60%
S3156,17,Male,9,5.5,60,Postgraduate,No,No,39,89,89,56,72.33,Good,Pass,72.33,4-6 Hours,Below 60%
S3157,14,Male,10,2.6,72,High School,No,Yes,48,62,59,79,56.33,Average,Pass,56.33,2-4 Hours,60-75%
S3158,18,Female,10,4.0,72,High School,No,Yes,74,49,58,43,60.33,Average,Pass,60.33,2-4 Hours,60-75%
S3159,14,Female,12,1.4,87,High School,No,Yes,35,71,67,52,57.67,Average,Pass,57.67,0-2 Hours,75-90%
S3160,16,Male,11,5.7,72,High School,Yes,No,51,35,48,58,44.67,Poor,Fail,44.67,4-6 Hours,60-75%
S3161,16,Female,12,3.5,98,Graduate,No,Yes,54,92,72,48,72.67,Good,Pass,72.67,2-4 Hours,90-100%
S3162,17,Female,10,5.7,96,Graduate,No,No,77,97,46,41,73.33,Good,Pass,73.33,4-6 Hours,90-100%
S3163,16,Female,10,0.9,98,High School,No,Yes,84,55,48,95,62.33,Average,Pass,62.33,0-2 Hours,90-100%
S3164,15,Male,10,3.1,95,High School,Yes,No,51,55,68,77,58.0,Average,Pass,58.0,2-4 Hours,90-100%
S3165,16,Female,9,1.5,91,Postgraduate,Yes,Yes,84,92,45,63,73.67,Good,Pass,73.67,0-2 Hours,90-100%
S3166,14,Female,10,3.0,81,Postgraduate,No,Yes,98,69,83,58,83.33,Excellent,Pass,83.33,2-4 Hours,75-90%
S3167,18,Male,10,5.5,89,Postgraduate,Yes,Yes,55,55,93,41,67.67,Good,Pass,67.67,4-6 Hours,75-90%
S3168,16,Female,9,4.7,100,Postgraduate,Yes,No,97,87,39,40,74.33,Good,Pass,74.33,4-6 Hours,90-100%
S3169,19,Male,10,5.1,99,High School,Yes,No,57,40,69,92,55.33,Average,Pass,55.33,4-6 Hours,90-100%
S3170,19,Male,9,3.8,86,High School,No,Yes,35,59,50,74,48.0,Poor,Fail,48.0,2-4 Hours,75-90%
S3171,15,Female,10,2.0,91,Postgraduate,Yes,Yes,91,59,92,87,80.67,Good,Pass,80.67,0-2 Hours,90-100%
S3172,15,Female,10,5.6,96,High School,Yes,No,75,86,59,81,73.33,Good,Pass,73.33,4-6 Hours,90-100%
S3173,18,Male,12,2.9,72,High School,Yes,No,80,41,59,41,60.0,Average,Pass,60.0,2-4 Hours,60-75%
S3174,18,Female,9,3.3,78,Postgraduate,Yes,No,56,47,70,85,57.67,Average,Pass,57.67,2-4 Hours,75-90%
S3175,14,Female,11,1.9,64,High School,Yes,Yes,50,54,82,69,62.0,Average,Pass,62.0,0-2 Hours,60-75%
S3176,14,Female,9,2.4,50,Graduate,No,Yes,57,65,99,62,73.67,Good,Pass,73.67,2-4 Hours,Below 60%
S3177,17,Male,12,2.3,53,High School,No,Yes,45,67,49,61,53.67,Average,Pass,53.67,2-4 Hours,Below 60%
S3178,15,Male,12,1.2,70,Postgraduate,No,No,41,81,79,52,67.0,Good,Pass,67.0,0-2 Hours,60-75%
S3179,19,Male,9,3.4,80,High School,No,Yes,43,58,83,45,61.33,Average,Pass,61.33,2-4 Hours,75-90%
S3180,19,Female,11,2.8,90,High School,Yes,No,52,100,97,71,83.0,Excellent,Pass,83.0,2-4 Hours,75-90%
S3181,17,Female,12,3.3,89,Postgraduate,Yes,No,66,52,88,81,68.67,Good,Pass,68.67,2-4 Hours,75-90%
S3182,14,Female,12,0.9,71,High School,Yes,Yes,75,40,36,45,50.33,Average,Pass,50.33,0-2 Hours,60-75%
S3183,16,Male,9,1.1,78,Graduate,Yes,Yes,49,77,67,52,64.33,Average,Pass,64.33,0-2 Hours,75-90%
S3184,17,Female,11,4.0,73,Postgraduate,No,Yes,59,46,94,44,66.33,Good,Pass,66.33,2-4 Hours,60-75%
S3185,18,Female,9,2.6,88,Graduate,No,Yes,72,70,38,45,60.0,Average,Pass,60.0,2-4 Hours,75-90%
S3186,14,Female,12,5.2,72,Graduate,Yes,No,79,89,92,71,86.67,Excellent,Pass,86.67,4-6 Hours,60-75%
S3187,18,Male,10,5.8,72,High School,No,Yes,95,82,64,70,80.33,Good,Pass,80.33,4-6 Hours,60-75%
S3188,18,Female,12,5.4,92,Postgraduate,No,No,58,86,41,84,61.67,Average,Pass,61.67,4-6 Hours,90-100%
S3189,14,Male,12,4.7,59,Graduate,Yes,No,72,91,78,90,80.33,Good,Pass,80.33,4-6 Hours,Below 60%
S3190,14,Male,9,2.1,58,Postgraduate,No,No,77,65,79,72,73.67,Good,Pass,73.67,2-4 Hours,Below 60%
S3191,15,Male,9,5.0,91,Graduate,No,Yes,40,37,36,41,37.67,Poor,Fail,37.67,4-6 Hours,90-100%
S3192,17,Female,10,2.4,53,Postgraduate,No,Yes,73,77,68,77,72.67,Good,Pass,72.67,2-4 Hours,Below 60%
S3193,16,Female,10,5.3,82,Postgraduate,No,Yes,85,50,99,57,78.0,Good,Pass,78.0,4-6 Hours,75-90%
S3194,18,Male,9,0.5,83,Graduate,Yes,No,47,57,89,80,64.33,Average,Pass,64.33,0-2 Hours,75-90%
S3195,19,Female,12,3.8,88,Graduate,No,No,51,95,57,92,67.67,Good,Pass,67.67,2-4 Hours,75-90%
S3196,15,Male,11,3.6,61,Postgraduate,Yes,Yes,53,70,82,82,68.33,Good,Pass,68.33,2-4 Hours,60-75%
S3197,16,Female,11,4.0,64,High School,No,Yes,63,38,99,81,66.67,Good,Pass,66.67,2-4 Hours,60-75%
S3198,19,Male,10,5.6,90,High School,No,Yes,60,80,100,66,80.0,Good,Pass,80.0,4-6 Hours,75-90%
S3199,16,Female,12,4.5,56,High School,No,No,90,48,44,88,60.67,Average,Pass,60.67,4-6 Hours,Below 60%
S3200,18,Female,11,3.9,64,High School,No,Yes,61,73,95,54,76.33,Good,Pass,76.33,2-4 Hours,60-75%
S3201,19,Female,9,5.9,92,Graduate,Yes,No,99,53,58,65,70.0,Good,Pass,70.0,4-6 Hours,90-100%
S3202,14,Female,12,3.8,97,High School,Yes,No,59,70,96,62,75.0,Good,Pass,75.0,2-4 Hours,90-100%
S3203,14,Female,12,1.5,97,High School,No,Yes,35,52,97,49,61.33,Average,Pass,61.33,0-2 Hours,90-100%
S3204,15,Male,11,3.7,90,High School,No,Yes,96,49,87,89,77.33,Good,Pass,77.33,2-4 Hours,75-90%
S3205,19,Female,9,3.2,93,High School,Yes,No,82,40,72,46,64.67,Average,Pass,64.67,2-4 Hours,90-100%
S3206,15,Female,12,3.3,79,High School,No,No,45,68,41,62,51.33,Average,Pass,51.33,2-4 Hours,75-90%
S3207,16,Male,12,3.8,66,Graduate,No,Yes,47,44,92,81,61.0,Average,Pass,61.0,2-4 Hours,60-75%
S3208,15,Female,12,5.5,70,Postgraduate,No,No,80,84,71,59,78.33,Good,Pass,78.33,4-6 Hours,60-75%
S3209,19,Male,11,4.0,59,High School,No,Yes,40,82,43,90,55.0,Average,Pass,55.0,2-4 Hours,Below 60%
S3210,16,Male,11,5.5,93,High School,No,No,36,77,66,56,59.67,Average,Pass,59.67,4-6 Hours,90-100%
S3211,14,Female,12,2.3,71,Graduate,No,No,80,74,76,85,76.67,Good,Pass,76.67,2-4 Hours,60-75%
S3212,16,Female,11,4.5,76,Postgraduate,Yes,Yes,54,40,78,66,57.33,Average,Pass,57.33,4-6 Hours,75-90%
S3213,17,Male,11,4.6,76,Graduate,Yes,No,43,56,48,80,49.0,Poor,Fail,49.0,4-6 Hours,75-90%
S3214,18,Male,10,1.7,66,Postgraduate,No,No,57,82,50,76,63.0,Average,Pass,63.0,0-2 Hours,60-75%
S3215,14,Male,10,5.5,77,Postgraduate,No,Yes,47,92,40,54,59.67,Average,Pass,59.67,4-6 Hours,75-90%
S3216,18,Female,9,0.8,87,High School,No,Yes,84,97,45,52,75.33,Good,Pass,75.33,0-2 Hours,75-90%
S3217,18,Male,9,4.2,75,Graduate,Yes,No,92,67,73,91,77.33,Good,Pass,77.33,4-6 Hours,60-75%
S3218,18,Female,11,3.0,78,High School,No,Yes,87,76,75,50,79.33,Good,Pass,79.33,2-4 Hours,75-90%
S3219,19,Female,11,2.4,59,Graduate,No,No,68,42,70,87,60.0,Average,Pass,60.0,2-4 Hours,Below 60%
S3220,19,Female,9,1.1,92,Graduate,No,No,42,40,56,86,46.0,Poor,Fail,46.0,0-2 Hours,90-100%
S3221,17,Female,12,5.7,98,Postgraduate,Yes,No,45,97,99,51,80.33,Good,Pass,80.33,4-6 Hours,90-100%
S3222,15,Male,12,4.5,91,Postgraduate,No,Yes,76,87,43,56,68.67,Good,Pass,68.67,4-6 Hours,90-100%
S3223,15,Female,9,2.8,60,High School,No,Yes,84,86,72,53,80.67,Good,Pass,80.67,2-4 Hours,Below 60%
S3224,14,Male,11,2.2,52,Postgraduate,Yes,No,60,70,41,73,57.0,Average,Pass,57.0,2-4 Hours,Below 60%
S3225,18,Female,10,2.7,76,Postgraduate,Yes,No,53,74,59,57,62.0,Average,Pass,62.0,2-4 Hours,75-90%
S3226,14,Female,11,1.7,88,High School,No,No,53,90,79,61,74.0,Good,Pass,74.0,0-2 Hours,75-90%
S3227,17,Female,10,2.2,79,High School,Yes,Yes,96,72,66,52,78.0,Good,Pass,78.0,2-4 Hours,75-90%
S3228,15,Female,10,3.1,54,High School,No,No,74,64,91,56,76.33,Good,Pass,76.33,2-4 Hours,Below 60%
S3229,18,Male,9,1.8,85,Graduate,No,Yes,35,89,53,91,59.0,Average,Pass,59.0,0-2 Hours,75-90%
S3230,16,Male,11,4.2,98,Postgraduate,No,No,40,79,61,78,60.0,Average,Pass,60.0,4-6 Hours,90-100%
S3231,18,Male,12,2.5,96,Graduate,Yes,Yes,90,47,59,58,65.33,Average,Pass,65.33,2-4 Hours,90-100%
S3232,16,Female,9,5.8,94,Graduate,Yes,Yes,62,41,77,56,60.0,Average,Pass,60.0,4-6 Hours,90-100%
S3233,18,Female,10,5.6,95,Graduate,No,No,46,37,60,88,47.67,Poor,Fail,47.67,4-6 Hours,90-100%
S3234,15,Male,9,4.8,98,High School,No,Yes,66,96,99,52,87.0,Excellent,Pass,87.0,4-6 Hours,90-100%
S3235,16,Male,9,1.6,73,Graduate,Yes,Yes,92,81,40,74,71.0,Good,Pass,71.0,0-2 Hours,60-75%
S3236,14,Female,10,4.5,63,Graduate,No,Yes,62,43,54,62,53.0,Average,Pass,53.0,4-6 Hours,60-75%
S3237,19,Female,12,2.8,99,High School,Yes,No,100,58,75,51,77.67,Good,Pass,77.67,2-4 Hours,90-100%
S3238,16,Female,12,5.7,66,Graduate,Yes,No,52,75,38,59,55.0,Average,Pass,55.0,4-6 Hours,60-75%
S3239,17,Female,9,3.6,71,Postgraduate,Yes,Yes,80,41,99,49,73.33,Good,Pass,73.33,2-4 Hours,60-75%
S3240,19,Male,10,2.4,95,Graduate,No,No,60,96,69,70,75.0,Good,Pass,75.0,2-4 Hours,90-100%
S3241,17,Female,11,3.2,97,Postgraduate,Yes,Yes,73,41,68,86,60.67,Average,Pass,60.67,2-4 Hours,90-100%
S3242,19,Female,9,4.4,95,High School,No,Yes,93,95,70,44,86.0,Excellent,Pass,86.0,4-6 Hours,90-100%
S3243,17,Female,12,4.5,86,Postgraduate,No,No,59,55,50,71,54.67,Average,Pass,54.67,4-6 Hours,75-90%
S3244,16,Male,10,1.1,53,High School,Yes,Yes,97,76,55,41,76.0,Good,Pass,76.0,0-2 Hours,Below 60%
S3245,16,Female,12,1.9,91,Postgraduate,No,No,60,94,91,48,81.67,Excellent,Pass,81.67,0-2 Hours,90-100%
S3246,17,Female,12,3.9,84,Graduate,No,No,57,52,64,63,57.67,Average,Pass,57.67,2-4 Hours,75-90%
S3247,16,Male,9,5.4,69,Graduate,Yes,No,63,66,57,57,62.0,Average,Pass,62.0,4-6 Hours,60-75%
S3248,19,Male,10,1.9,54,Graduate,No,Yes,62,63,42,82,55.67,Average,Pass,55.67,0-2 Hours,Below 60%
S3249,15,Male,11,0.7,55,Postgraduate,No,Yes,38,96,66,89,66.67,Good,Pass,66.67,0-2 Hours,Below 60%
S3250,18,Female,10,0.8,51,Graduate,Yes,Yes,54,36,56,57,48.67,Poor,Fail,48.67,0-2 Hours,Below 60%
S3251,16,Female,10,1.8,96,High School,Yes,No,75,41,81,59,65.67,Average,Pass,65.67,0-2 Hours,90-100%
S3252,15,Male,10,1.6,59,Postgraduate,Yes,No,63,42,66,52,57.0,Average,Pass,57.0,0-2 Hours,Below 60%
S3253,15,Female,12,5.1,96,Graduate,Yes,No,53,88,77,92,72.67,Good,Pass,72.67,4-6 Hours,90-100%
S3254,15,Male,11,4.4,84,Graduate,No,Yes,83,49,65,84,65.67,Average,Pass,65.67,4-6 Hours,75-90%
S3255,16,Female,11,2.3,64,Graduate,Yes,No,40,66,48,88,51.33,Average,Pass,51.33,2-4 Hours,60-75%
S3256,15,Female,12,2.7,89,High School,Yes,No,61,95,95,80,83.67,Excellent,Pass,83.67,2-4 Hours,75-90%
S3257,15,Male,12,3.9,90,Postgraduate,No,Yes,57,56,49,84,54.0,Average,Pass,54.0,2-4 Hours,75-90%
S3258,14,Male,12,3.2,58,High School,No,Yes,77,93,53,71,74.33,Good,Pass,74.33,2-4 Hours,Below 60%
S3259,15,Male,11,3.9,100,Postgraduate,Yes,No,64,76,46,56,62.0,Average,Pass,62.0,2-4 Hours,90-100%
S3260,17,Female,11,4.9,92,High School,Yes,Yes,82,98,40,76,73.33,Good,Pass,73.33,4-6 Hours,90-100%
S3261,18,Female,10,5.1,50,Graduate,No,No,51,57,95,50,67.67,Good,Pass,67.67,4-6 Hours,Below 60%
S3262,14,Female,10,1.6,72,Postgraduate,Yes,No,78,54,76,64,69.33,Good,Pass,69.33,0-2 Hours,60-75%
S3263,14,Female,11,0.9,83,High School,Yes,No,35,94,78,44,69.0,Good,Pass,69.0,0-2 Hours,75-90%
S3264,18,Male,11,2.8,93,High School,Yes,Yes,83,97,91,78,90.33,Excellent,Pass,90.33,2-4 Hours,90-100%
S3265,14,Female,9,1.2,52,Postgraduate,Yes,Yes,45,98,62,87,68.33,Good,Pass,68.33,0-2 Hours,Below 60%
S3266,16,Male,11,2.0,100,Postgraduate,Yes,No,87,59,87,76,77.67,Good,Pass,77.67,0-2 Hours,90-100%
S3267,14,Male,10,4.8,69,Postgraduate,No,Yes,93,46,83,55,74.0,Good,Pass,74.0,4-6 Hours,60-75%
S3268,17,Female,12,5.6,72,High School,Yes,No,69,56,85,66,70.0,Good,Pass,70.0,4-6 Hours,60-75%
S3269,18,Male,9,2.2,71,Graduate,No,Yes,77,80,66,55,74.33,Good,Pass,74.33,2-4 Hours,60-75%
S3270,17,Female,9,5.2,88,Postgraduate,Yes,Yes,96,100,92,69,96.0,Excellent,Pass,96.0,4-6 Hours,75-90%
S3271,15,Female,12,1.0,87,High School,Yes,No,94,86,39,72,73.0,Good,Pass,73.0,0-2 Hours,75-90%
S3272,18,Female,11,5.7,56,Postgraduate,Yes,Yes,47,38,80,62,55.0,Average,Pass,55.0,4-6 Hours,Below 60%
S3273,14,Male,12,4.9,99,Postgraduate,No,No,56,48,82,56,62.0,Average,Pass,62.0,4-6 Hours,90-100%
S3274,18,Male,10,0.8,55,Graduate,No,No,58,65,40,70,54.33,Average,Pass,54.33,0-2 Hours,Below 60%
S3275,16,Male,12,4.9,61,Graduate,No,Yes,87,96,99,87,94.0,Excellent,Pass,94.0,4-6 Hours,60-75%
S3276,14,Male,12,5.6,90,High School,No,Yes,87,51,96,79,78.0,Good,Pass,78.0,4-6 Hours,75-90%
S3277,15,Female,12,1.8,75,Graduate,No,Yes,54,91,72,67,72.33,Good,Pass,72.33,0-2 Hours,60-75%
S3278,15,Female,9,0.5,86,Graduate,Yes,No,43,47,54,46,48.0,Poor,Fail,48.0,0-2 Hours,75-90%
S3279,18,Male,9,2.9,91,High School,Yes,No,87,46,89,51,74.0,Good,Pass,74.0,2-4 Hours,90-100%
S3280,15,Female,11,1.9,99,Graduate,No,No,88,59,38,59,61.67,Average,Pass,61.67,0-2 Hours,90-100%
S3281,19,Female,10,3.8,52,High School,No,Yes,93,93,90,44,92.0,Excellent,Pass,92.0,2-4 Hours,Below 60%
S3282,19,Male,12,4.7,83,Graduate,No,No,82,81,86,42,83.0,Excellent,Pass,83.0,4-6 Hours,75-90%
S3283,15,Female,9,2.6,74,High School,No,No,69,53,100,80,74.0,Good,Pass,74.0,2-4 Hours,60-75%
S3284,18,Male,12,2.5,91,Graduate,No,No,79,50,95,76,74.67,Good,Pass,74.67,2-4 Hours,90-100%
S3285,15,Male,9,0.5,58,Postgraduate,Yes,No,78,49,66,70,64.33,Average,Pass,64.33,0-2 Hours,Below 60%
S3286,16,Male,11,1.9,73,Postgraduate,Yes,Yes,49,96,67,57,70.67,Good,Pass,70.67,0-2 Hours,60-75%
S3287,19,Female,10,0.6,92,Postgraduate,Yes,No,96,72,49,75,72.33,Good,Pass,72.33,0-2 Hours,90-100%
S3288,18,Female,12,0.5,92,High School,No,Yes,94,35,40,93,56.33,Average,Pass,56.33,0-2 Hours,90-100%
S3289,17,Female,11,4.7,50,Postgraduate,Yes,No,50,46,36,78,44.0,Poor,Fail,44.0,4-6 Hours,Below 60%
S3290,18,Male,12,1.4,72,High School,Yes,Yes,48,65,98,75,70.33,Good,Pass,70.33,0-2 Hours,60-75%
S3291,17,Female,9,4.6,69,Graduate,No,Yes,74,87,90,94,83.67,Excellent,Pass,83.67,4-6 Hours,60-75%
S3292,18,Male,9,2.6,87,High School,Yes,No,68,41,64,57,57.67,Average,Pass,57.67,2-4 Hours,75-90%
S3293,18,Female,10,5.7,74,High School,No,No,81,95,57,65,77.67,Good,Pass,77.67,4-6 Hours,60-75%
S3294,19,Male,9,4.1,96,High School,No,No,70,84,99,79,84.33,Excellent,Pass,84.33,4-6 Hours,90-100%
S3295,19,Male,9,0.8,82,Postgraduate,Yes,No,89,51,67,95,69.0,Good,Pass,69.0,0-2 Hours,75-90%
S3296,15,Female,10,2.6,53,Graduate,Yes,Yes,73,74,92,43,79.67,Good,Pass,79.67,2-4 Hours,Below 60%
S3297,19,Male,10,5.3,74,Postgraduate,Yes,No,79,78,69,93,75.33,Good,Pass,75.33,4-6 Hours,60-75%
S3298,18,Male,10,4.2,62,Graduate,Yes,No,82,91,81,64,84.67,Excellent,Pass,84.67,4-6 Hours,60-75%
S3299,18,Female,10,5.4,90,Postgraduate,Yes,No,36,81,42,89,53.0,Average,Pass,53.0,4-6 Hours,75-90%
S3300,14,Male,10,0.5,50,Graduate,Yes,Yes,71,84,87,48,80.67,Good,Pass,80.67,0-2 Hours,Below 60%
S3301,19,Male,10,3.7,78,Postgraduate,No,No,95,82,68,56,81.67,Excellent,Pass,81.67,2-4 Hours,75-90%
S3302,15,Female,11,1.2,64,Graduate,No,No,97,90,53,90,80.0,Good,Pass,80.0,0-2 Hours,60-75%
S3303,19,Female,10,5.4,96,Postgraduate,Yes,No,83,100,66,85,83.0,Excellent,Pass,83.0,4-6 Hours,90-100%
S3304,16,Female,11,1.7,50,Postgraduate,Yes,Yes,55,99,52,89,68.67,Good,Pass,68.67,0-2 Hours,Below 60%
S3305,15,Female,11,0.8,98,High School,Yes,Yes,77,100,70,65,82.33,Excellent,Pass,82.33,0-2 Hours,90-100%
S3306,16,Male,10,1.5,59,Graduate,No,Yes,85,55,70,48,70.0,Good,Pass,70.0,0-2 Hours,Below 60%
S3307,19,Female,11,1.3,86,Postgraduate,No,No,61,90,42,57,64.33,Average,Pass,64.33,0-2 Hours,75-90%
S3308,16,Female,11,4.4,66,High School,No,No,64,79,95,84,79.33,Good,Pass,79.33,4-6 Hours,60-75%
S3309,15,Male,10,4.8,95,Postgraduate,Yes,No,50,44,41,73,45.0,Poor,Fail,45.0,4-6 Hours,90-100%
S3310,16,Female,9,1.8,52,Graduate,Yes,No,57,66,98,71,73.67,Good,Pass,73.67,0-2 Hours,Below 60%
S3311,19,Male,10,3.8,55,Postgraduate,Yes,No,94,37,74,54,68.33,Good,Pass,68.33,2-4 Hours,Below 60%
S3312,16,Female,12,2.7,84,Graduate,Yes,No,56,65,57,68,59.33,Average,Pass,59.33,2-4 Hours,75-90%
S3313,16,Male,11,5.9,51,Postgraduate,Yes,Yes,88,79,99,44,88.67,Excellent,Pass,88.67,4-6 Hours,Below 60%
S3314,16,Female,10,1.0,97,High School,No,No,79,75,89,52,81.0,Excellent,Pass,81.0,0-2 Hours,90-100%
S3315,17,Male,10,4.2,70,Graduate,No,No,72,99,65,84,78.67,Good,Pass,78.67,4-6 Hours,60-75%
S3316,14,Female,12,0.8,65,Graduate,No,Yes,100,66,61,40,75.67,Good,Pass,75.67,0-2 Hours,60-75%
S3317,17,Male,11,3.5,70,Postgraduate,No,Yes,79,82,85,87,82.0,Excellent,Pass,82.0,2-4 Hours,60-75%
S3318,15,Male,12,1.1,86,High School,No,No,76,53,51,80,60.0,Average,Pass,60.0,0-2 Hours,75-90%
S3319,15,Female,11,5.8,60,High School,No,No,65,82,85,65,77.33,Good,Pass,77.33,4-6 Hours,Below 60%
S3320,14,Male,10,4.2,98,High School,No,No,45,59,70,43,58.0,Average,Pass,58.0,4-6 Hours,90-100%
